Symbol,Name,Sector,Token,nGram
SPTN,SpartanNash Company,Consumer Non-Durables,spartannash,spartannash
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,sportsman 39 s warehouse,sportsman_39_s_warehouse
SPWR,SunPower Corporation,Technology,sunpower,sunpower
SPXC,SPX Corporation,Technology,spx corporation,spx_corporation
SQ,"Square, Inc.",Technology,square,square
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,sequential brands group,sequential_brands_group
SQM,Sociedad Quimica y Minera S.A.,Basic Industries,sociedad quimica y minera s a,sociedad_quimica_y_minera_s_a
SQNS,Sequans Communications S.A.,Technology,sequans communications s a,sequans_communications_s_a
SR,Spire Inc.,Public Utilities,spire,spire
SRAX,"Social Reality, Inc.",Technology,social reality,social_reality
SRC,"Spirit Realty Capital, Inc.",Consumer Services,spirit realty capital,spirit_realty_capital
SRCE,1st Source Corporation,Finance,1st source,1st_source
SRCL,"Stericycle, Inc.",Basic Industries,stericycle,stericycle
SRDX,"Surmodics, Inc.",Health Care,surmodics,surmodics
SRE,Sempra Energy,Public Utilities,sempra energy,sempra_energy
SREV,"ServiceSource International, Inc.",Miscellaneous,servicesource international,servicesource_international
SRG,Seritage Growth Properties,Finance,seritage growth properties,seritage_growth_properties
SRI,"Stoneridge, Inc.",Capital Goods,stoneridge,stoneridge
SRLP,Sprague Resources LP,Energy,sprague resources,sprague_resources
SRNE,"Sorrento Therapeutics, Inc.",Health Care,sorrento therapeutics,sorrento_therapeutics
SRPT,"Sarepta Therapeutics, Inc.",Health Care,sarepta therapeutics,sarepta_therapeutics
SRRA,"Sierra Oncology, Inc.",Health Care,sierra oncology,sierra_oncology
SRT,"StarTek, Inc.",Technology,startek,startek
SRTS,"Sensus Healthcare, Inc.",Health Care,sensus healthcare,sensus_healthcare
SSB,South State Corporation,Finance,south state,south_state
SSD,"Simpson Manufacturing Company, Inc.",Capital Goods,simpson manufacturing,simpson_manufacturing
SSFN,Stewardship Financial Corp,Finance,stewardship financial,stewardship_financial
SSI,"Stage Stores, Inc.",Consumer Services,stage stores,stage_stores
SSKN,"Strata Skin Sciences, Inc.",Health Care,strata skin sciences,strata_skin_sciences
SSL,Sasol Ltd.,Energy,sasol,sasol
SSNC,"SS&C Technologies Holdings, Inc.",Technology,ss c technologies,ss_c_technologies
SSNT,"SilverSun Technologies, Inc.",Miscellaneous,silversun technologies,silversun_technologies
SSP,E.W. Scripps Company (The),Consumer Services,e w scripps,e_w_scripps
SSRM,SSR Mining Inc.,Basic Industries,ssr mining,ssr_mining
SSTI,"ShotSpotter, Inc.",Technology,shotspotter,shotspotter
SSTK,"Shutterstock, Inc.",Technology,shutterstock,shutterstock
SSW,Seaspan Corporation,Transportation,seaspan,seaspan
SSYS,"Stratasys, Ltd.",Technology,stratasys,stratasys
ST,Sensata Technologies Holding plc,Capital Goods,sensata technologies,sensata_technologies
STAA,STAAR Surgical Company,Health Care,staar surgical,staar_surgical
STAF,"Staffing 360 Solutions, Inc.",Technology,staffing 360 solutions,staffing_360_solutions
STAG,"Stag Industrial, Inc.",Consumer Services,stag industrial,stag_industrial
STAY,"Extended Stay America, Inc.",Consumer Services,extended stay america,extended_stay_america
STBA,"S&T Bancorp, Inc.",Finance,s t bancorp,s_t_bancorp
STBZ,State Bank Financial Corporation.,Finance,state bank financial,state_bank_financial
STC,Stewart Information Services Corporation,Finance,stewart information services,stewart_information_services
STCN,"Steel Connect, Inc.",Miscellaneous,steel connect,steel_connect
STE,STERIS plc,Health Care,steris plc,steris_plc
STFC,State Auto Financial Corporation,Finance,state auto financial,state_auto_financial
STI,"SunTrust Banks, Inc.",Finance,suntrust banks,suntrust_banks
STKL,"SunOpta, Inc.",Consumer Services,sunopta,sunopta
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,the one group hospitality,the_one_group_hospitality
STL,Sterling Bancorp,Finance,sterling bancorp,sterling_bancorp
STLD,"Steel Dynamics, Inc.",Basic Industries,steel dynamics,steel_dynamics
STM,STMicroelectronics N.V.,Technology,stmicroelectronics n v,stmicroelectronics_n_v
STML,"Stemline Therapeutics, Inc.",Health Care,stemline therapeutics,stemline_therapeutics
STMP,Stamps.com Inc.,Miscellaneous,stamps com,stamps_com
STN,Stantec Inc,Consumer Services,stantec,stantec
STNG,Scorpio Tankers Inc.,Transportation,scorpio tankers,scorpio_tankers
STON,StoneMor Partners L.P.,Consumer Services,stonemor partners l p,stonemor_partners_l_p
STOR,STORE Capital Corporation,Consumer Services,store capital,store_capital
STRA,"Strategic Education, Inc.",Consumer Services,strategic education,strategic_education
STRL,Sterling Construction Company Inc,Basic Industries,sterling construction,sterling_construction
STRM,"Streamline Health Solutions, Inc.",Technology,streamline health solutions,streamline_health_solutions
STRS,Stratus Properties Inc.,Consumer Services,stratus properties,stratus_properties
STRT,Strattec Security Corporation,Capital Goods,strattec security,strattec_security
STT,State Street Corporation,Finance,state street,state_street
STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,starwood property trust,starwood_property_trust
STX,Seagate Technology PLC,Technology,seagate technology plc,seagate_technology_plc
STZ,Constellation Brands Inc,Consumer Non-Durables,constellation brands,constellation_brands
SU,Suncor Energy  Inc.,Energy,suncor energy,suncor_energy
SUI,"Sun Communities, Inc.",Consumer Services,sun communities,sun_communities
SUM,"Summit Materials, Inc.",Basic Industries,summit materials,summit_materials
SUMR,"Summer Infant, Inc.",Consumer Durables,summer infant,summer_infant
SUN,Sunoco LP,Energy,sunoco,sunoco
SUNW,"Sunworks, Inc.",Public Utilities,sunworks,sunworks
SUP,"Superior Industries International, Inc.",Capital Goods,superior industries international,superior_industries_international
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,supernus pharmaceuticals,supernus_pharmaceuticals
SUPV,Grupo Supervielle S.A.,Finance,grupo supervielle s a,grupo_supervielle_s_a
SVA,"Sinovac Biotech, Ltd.",Health Care,sinovac biotech,sinovac_biotech
SVBI,Severn Bancorp Inc,Finance,severn bancorp,severn_bancorp
SVRA,"Savara, Inc.",Health Care,savara,savara
SWIR,"Sierra Wireless, Inc.",Technology,sierra wireless,sierra_wireless
SWK,"Stanley Black & Decker, Inc.",Capital Goods,stanley black decker,stanley_black_decker
SWKS,"Skyworks Solutions, Inc.",Technology,skyworks solutions,skyworks_solutions
SWM,"Schweitzer-Mauduit International, Inc.",Basic Industries,schweitzer mauduit international,schweitzer_mauduit_international
SWN,Southwestern Energy Company,Energy,southwestern energy,southwestern_energy
SWX,"Southwest Gas Holdings, Inc.",Public Utilities,southwest gas,southwest_gas
SXC,"SunCoke Energy, Inc.",Basic Industries,suncoke energy,suncoke_energy
SXCP,"SunCoke Energy Partners, L.P.",Basic Industries,suncoke energy partners l p,suncoke_energy_partners_l_p
SXE,"Southcross Energy Partners, L.P.",Public Utilities,southcross energy partners l p,southcross_energy_partners_l_p
SXI,Standex International Corporation,Technology,standex international,standex_international
SXT,Sensient Technologies Corporation,Basic Industries,sensient technologies,sensient_technologies
SYBT,"Stock Yards Bancorp, Inc.",Finance,stock yards bancorp,stock_yards_bancorp
SYF,Synchrony Financial,Finance,synchrony financial,synchrony_financial
SYK,Stryker Corporation,Health Care,stryker,stryker
SYKE,"Sykes Enterprises, Incorporated",Technology,sykes enterprises,sykes_enterprises
SYMC,Symantec Corporation,Technology,symantec,symantec
SYNA,Synaptics Incorporated,Technology,synaptics,synaptics
SYNC,"Synacor, Inc.",Technology,synacor,synacor
SYNH,"Syneos Health, Inc.",Health Care,syneos health,syneos_health
SYNL,Synalloy Corporation,Basic Industries,synalloy,synalloy
SYPR,"Sypris Solutions, Inc.",Capital Goods,sypris solutions,sypris_solutions
SYRS,"Syros Pharmaceuticals, Inc.",Health Care,syros pharmaceuticals,syros_pharmaceuticals
SYX,Systemax Inc.,Capital Goods,systemax,systemax
SYY,Sysco Corporation,Consumer Non-Durables,sysco,sysco
T,AT&T Inc.,Public Utilities,at t inc,at_t_inc
TA,TravelCenters of America LLC,Consumer Durables,travelcenters of america llc,travelcenters_of_america_llc
TAC,TransAlta Corporation,Public Utilities,transalta,transalta
TACO,"Del Taco Restaurants, Inc.",Consumer Services,del taco restaurants,del_taco_restaurants
TACT,TransAct Technologies Incorporated,Technology,transact technologies,transact_technologies
TAHO,"Tahoe Resources, Inc.",Basic Industries,tahoe resources,tahoe_resources
TAIT,Taitron Components Incorporated,Consumer Non-Durables,taitron components,taitron_components
TAL,TAL Education Group,Consumer Services,tal education group,tal_education_group
TALO,"Talos Energy, Inc.",Energy,talos energy,talos_energy
TANH,Tantech Holdings Ltd.,Basic Industries,tantech,tantech
TAOP,Taoping Inc.,Technology,taoping,taoping
TAP,Molson Coors Brewing  Company,Consumer Non-Durables,molson coors brewing,molson_coors_brewing
TARO,Taro Pharmaceutical Industries Ltd.,Health Care,taro pharmaceutical industries,taro_pharmaceutical_industries
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,carrols restaurant group,carrols_restaurant_group
TATT,TAT Technologies Ltd.,Capital Goods,tat technologies,tat_technologies
TAYD,"Taylor Devices, Inc.",Capital Goods,taylor devices,taylor_devices
TBBK,"The Bancorp, Inc.",Finance,the bancorp,the_bancorp
TBI,"TrueBlue, Inc.",Technology,trueblue,trueblue
TBK,"Triumph Bancorp, Inc.",Finance,triumph bancorp,triumph_bancorp
TBNK,Territorial Bancorp Inc.,Finance,territorial bancorp,territorial_bancorp
TBPH,"Theravance Biopharma, Inc.",Health Care,theravance biopharma,theravance_biopharma
TCBK,TriCo Bancshares,Finance,trico bancshares,trico_bancshares
TCCO,Technical Communications Corporation,Technology,technical communications,technical_communications
TCF,TCF Financial Corporation,Finance,tcf financial,tcf_financial
TCFC,The Community Financial Corporation,Finance,the community financial,the_community_financial
TCI,"Transcontinental Realty Investors, Inc.",Consumer Services,transcontinental realty investors,transcontinental_realty_investors
TCMD,"Tactile Systems Technology, Inc.",Health Care,tactile systems technology,tactile_systems_technology
TCO,"Taubman Centers, Inc.",Consumer Services,taubman centers,taubman_centers
TCON,"TRACON Pharmaceuticals, Inc.",Health Care,tracon pharmaceuticals,tracon_pharmaceuticals
TCP,"TC PipeLines, LP",Public Utilities,tc pipelines,tc_pipelines
TCS,Container Store (The),Consumer Services,container store the,container_store_the
TCX,Tucows Inc.,Technology,tucows,tucows
TD,Toronto Dominion Bank (The),Finance,toronto dominion bank the,toronto_dominion_bank_the
TDC,Teradata Corporation,Technology,teradata,teradata
TDG,Transdigm Group Incorporated,Capital Goods,transdigm group,transdigm_group
TDOC,"Teladoc Health, Inc.",Health Care,teladoc health,teladoc_health
TDS,"Telephone and Data Systems, Inc.",Public Utilities,telephone and data systems,telephone_and_data_systems
TDY,Teledyne Technologies Incorporated,Capital Goods,teledyne technologies,teledyne_technologies
TEAM,Atlassian Corporation Plc,Technology,atlassian,atlassian
TECD,Tech Data Corporation,Technology,tech data,tech_data
TECH,Bio-Techne Corp,Health Care,bio techne,bio_techne
TECK,Teck Resources Ltd,Basic Industries,teck resources,teck_resources
TEDU,"Tarena International, Inc.",Consumer Services,tarena international,tarena_international
TEF,Telefonica SA,Public Utilities,telefonica sa,telefonica_sa
TEL,TE Connectivity Ltd.,Consumer Non-Durables,te connectivity,te_connectivity
TELL,Tellurian Inc.,Energy,tellurian,tellurian
TEN,Tenneco Inc.,Capital Goods,tenneco,tenneco
TENX,"Tenax Therapeutics, Inc.",Health Care,tenax therapeutics,tenax_therapeutics
TEO,Telecom Argentina Stet - France Telecom S.A.,Public Utilities,telecom argentina stet france telecom s a,telecom_argentina_stet_france_telecom_s_a
TER,"Teradyne, Inc.",Capital Goods,teradyne,teradyne
TERP,"TerraForm Power, Inc.",Public Utilities,terraform power,terraform_power
TESS,TESSCO Technologies Incorporated,Consumer Non-Durables,tessco technologies,tessco_technologies
TEUM,Pareteum Corporation,Technology,pareteum,pareteum
TEVA,Teva Pharmaceutical Industries Limited,Health Care,teva pharmaceutical industries,teva_pharmaceutical_industries
TEX,Terex Corporation,Capital Goods,terex,terex
TFSL,TFS Financial Corporation,Finance,tfs financial,tfs_financial
TFX,Teleflex Incorporated,Health Care,teleflex,teleflex
TG,Tredegar Corporation,Capital Goods,tredegar,tredegar
TGA,TransGlobe Energy Corporation,Energy,transglobe energy,transglobe_energy
TGE,"Tallgrass Energy, LP",Public Utilities,tallgrass energy,tallgrass_energy
TGEN,Tecogen Inc.,Capital Goods,tecogen,tecogen
TGH,Textainer Group Holdings Limited,Technology,textainer group,textainer_group
TGI,"Triumph Group, Inc.",Capital Goods,triumph group,triumph_group
TGLS,Tecnoglass Inc.,Consumer Durables,tecnoglass,tecnoglass
TGP,Teekay LNG Partners L.P.,Consumer Services,teekay lng partners l p,teekay_lng_partners_l_p
TGS,Transportadora De Gas Sa Ord B,Public Utilities,transportadora de gas sa ord b,transportadora_de_gas_sa_ord_b
TGT,Target Corporation,Consumer Services,target,target
TGTX,"TG Therapeutics, Inc.",Health Care,tg therapeutics,tg_therapeutics
THC,Tenet Healthcare Corporation,Health Care,tenet healthcare,tenet_healthcare
THFF,First Financial Corporation Indiana,Finance,first financial,first_financial
THG,"The Hanover Insurance Group, Inc.",Finance,the hanover insurance group,the_hanover_insurance_group
THO,"Thor Industries, Inc.",Consumer Non-Durables,thor industries,thor_industries
THR,"Thermon Group Holdings, Inc.",Energy,thermon group,thermon_group
THRM,Gentherm Inc,Capital Goods,gentherm,gentherm
THS,"Treehouse Foods, Inc.",Consumer Non-Durables,treehouse foods,treehouse_foods
THST,"Truett-Hurst, Inc.",Consumer Non-Durables,truett hurst,truett_hurst
TI,Telecom Italia S.P.A.,Consumer Services,telecom italia s p a,telecom_italia_s_p_a
TIER,"TIER REIT, Inc.",Consumer Services,tier reit,tier_reit
TIF,Tiffany & Co.,Consumer Services,tiffany,tiffany
TILE,"Interface, Inc.",Consumer Durables,interface,interface
TIPT,Tiptree Inc.,Finance,tiptree,tiptree
TISA,"Top Image Systems, Ltd.",Technology,top image systems,top_image_systems
TISI,"Team, Inc.",Consumer Services,team inc,team_inc
TITN,Titan Machinery Inc.,Consumer Services,titan machinery,titan_machinery
TIVO,TiVo Corporation,Miscellaneous,tivo corporation,tivo_corporation
TJX,"TJX Companies, Inc. (The)",Consumer Services,tjx companies,tjx_companies
TK,Teekay Corporation,Transportation,teekay,teekay
TKC,Turkcell Iletisim Hizmetleri AS,Public Utilities,turkcell iletisim hizmetleri as,turkcell_iletisim_hizmetleri_as
TKR,Timken Company (The),Capital Goods,timken,timken
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,tandy leather factory,tandy_leather_factory
TLGT,"Teligent, Inc.",Health Care,teligent,teligent
TLK,"PT Telekomunikasi Indonesia, Tbk",Public Utilities,pt telekomunikasi indonesia tbk,pt_telekomunikasi_indonesia_tbk
TLND,Talend S.A.,Technology,talend s a,talend_s_a
TLP,TransMontaigne Partners L.P.,Energy,transmontaigne partners l p,transmontaigne_partners_l_p
TLRA,"Telaria, Inc.",Technology,telaria,telaria
TLRD,"Tailored Brands, Inc.",Consumer Services,tailored brands,tailored_brands
TLYS,"Tilly&#39;s, Inc.",Consumer Services,tilly 39 s,tilly_39_s
TM,Toyota Motor Corp Ltd Ord,Capital Goods,toyota motor,toyota_motor
TMDI,Titan Medical Inc.,Health Care,titan medical,titan_medical
TMHC,Taylor Morrison Home Corporation,Capital Goods,taylor morrison home,taylor_morrison_home
TMK,Torchmark Corporation,Finance,torchmark,torchmark
TMO,Thermo Fisher Scientific Inc,Capital Goods,thermo fisher scientific,thermo_fisher_scientific
TMST,TimkenSteel Corporation,Basic Industries,timkensteel,timkensteel
TMUS,"T-Mobile US, Inc.",Public Utilities,t mobile us,t_mobile_us
TNAV,"Telenav, Inc.",Capital Goods,telenav,telenav
TNC,Tennant Company,Technology,tennant,tennant
TNDM,"Tandem Diabetes Care, Inc.",Health Care,tandem diabetes care,tandem_diabetes_care
TNET,"TriNet Group, Inc.",Miscellaneous,trinet group,trinet_group
TNK,Teekay Tankers Ltd.,Consumer Services,teekay tankers,teekay_tankers
TNP,Tsakos Energy Navigation Ltd,Transportation,tsakos energy navigation,tsakos_energy_navigation
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,tonix pharmaceuticals,tonix_pharmaceuticals
TOCA,Tocagen Inc.,Health Care,tocagen,tocagen
TOL,"Toll Brothers, Inc.",Capital Goods,toll brothers,toll_brothers
TOO,Teekay Offshore Partners L.P.,Consumer Services,teekay offshore partners l p,teekay_offshore_partners_l_p
TOPS,TOP Ships Inc.,Transportation,top ships,top_ships
TOT,Total S.A.,Energy,total s a,total_s_a
